Date,Ticker,Open,High,Low,Close,Volume
2023-07-25,AMZN,348.81,350.71,335.65,343.19,51681314
2023-07-26,TSLA,124.06,132.86,121.04,124.5,11032105
2023-07-27,TSLA,211.71,222.47,195.89,221.66,65219580
2023-07-28,AAPL,123.22,138.07,111.69,118.35,91804817
2023-07-29,AMZN,373.46,374.13,368.22,370.83,62298133
2023-07-30,GOOG,255.48,273.48,246.19,255.99,49393737
2023-07-31,AMZN,245.92,262.82,232.44,232.88,75546144
2023-08-01,MSFT,136.67,153.34,126.2,145.9,22486915
2023-08-02,AMZN,145.03,158.2,128.45,151.8,60464964
2023-08-03,AAPL,314.33,325.72,303.77,318.7,82178427
2023-08-04,GOOG,372.72,374.28,369.53,371.58,74412145
2023-08-05,GOOG,217.81,218.32,207.57,208.22,31364794
2023-08-06,AAPL,304.18,307.19,291.76,293.52,87710432
2023-08-07,MSFT,478.98,483.39,473.82,474.54,6801641
2023-08-08,AAPL,267.17,281.74,261.71,279.39,11346434
2023-08-09,TSLA,204.45,222.25,196.8,220.83,88973797
2023-08-10,MSFT,184.62,204.13,170.27,203.62,55287968
2023-08-11,MSFT,284.55,302.19,272.48,292.56,18645703
2023-08-12,GOOG,462.9,479.87,452.09,452.47,47316590
2023-08-13,TSLA,157.97,165.32,139.28,155.38,48099844
2023-08-14,AMZN,493.87,512.45,477.5,492.55,93809799
2023-08-15,MSFT,183.23,202.1,167.35,168.89,5532370
2023-08-16,GOOG,201.64,204.6,198.35,198.66,98200957
2023-08-17,AAPL,319.07,335.56,303.15,329.48,44881510
2023-08-18,AAPL,404.17,419.14,392.49,411.42,51317952
2023-08-19,AAPL,126.8,143.75,111.68,139.76,71256007
2023-08-20,TSLA,432.17,442.19,428.78,438.16,50486122
2023-08-21,AAPL,296.34,297.81,292.68,293.31,95606264
2023-08-22,AAPL,460.7,477.28,459.61,474.1,96325460
2023-08-23,GOOG,187.26,206.46,172.72,185.09,43557814
2023-08-24,AMZN,411.56,415.12,392.27,413.84,55290246
2023-08-25,AMZN,310.75,313.89,299.86,305.29,69505546
2023-08-26,TSLA,105.91,115.59,100.43,101.58,44622259
2023-08-27,TSLA,345.99,352.85,345.97,350.9,50706284
2023-08-28,AAPL,425.17,442.14,417.79,428.41,13111428
2023-08-29,GOOG,426.01,440.55,415.35,431.39,6389241
2023-08-30,AMZN,465.95,468.68,460.28,461.73,63429471
2023-08-31,GOOG,181.49,195.25,165.7,194.66,73388394
2023-09-01,GOOG,337.7,356.58,334.52,355.65,63613136
2023-09-02,TSLA,416.6,426.17,406.16,413.73,32453797
2023-09-03,AMZN,222.39,225.14,207.93,223.18,96755421
2023-09-04,GOOG,223.06,239.51,205.41,225.31,42596562
2023-09-05,TSLA,318.36,324.47,317.04,320.82,54318604
2023-09-06,AAPL,333.07,345.23,319.38,337.46,85359840
2023-09-07,AMZN,405.6,424.17,393.8,413.01,66143925
2023-09-08,GOOG,134.81,150.11,119.63,119.9,42355255
2023-09-09,GOOG,197.49,213.11,183.77,199.4,63690100
2023-09-10,TSLA,132.48,133.87,117.96,125.5,23478352
2023-09-11,AAPL,365.14,374.12,356.84,369.39,57397434
2023-09-12,MSFT,369.69,389.12,358.22,366.43,98430677
2023-09-13,GOOG,191.26,193.59,180.64,185.8,88799129
2023-09-14,GOOG,443.12,460.25,430.63,438.14,50943053
2023-09-15,AMZN,404.62,416.28,396.47,414.02,54507124
2023-09-16,GOOG,246.15,255.28,228.65,231.38,24469726
2023-09-17,MSFT,191.58,192.29,176.14,184.68,77598735
2023-09-18,TSLA,202.85,217.96,189.46,212.14,83683338
2023-09-19,GOOG,270.06,273.44,253.01,254.44,83990767
2023-09-20,TSLA,215.92,223.98,208.73,218.5,45821343
2023-09-21,GOOG,225.7,243.66,213.01,213.26,25060862
2023-09-22,AAPL,171.94,191.34,165.92,171.69,48491595
2023-09-23,TSLA,405.47,425.32,390.47,407.56,96918285
2023-09-24,AAPL,405.09,415.57,399.05,401.23,47388949
2023-09-25,AAPL,419.03,429.51,407.29,410.8,17990753
2023-09-26,AAPL,494.57,504.53,481.12,489.29,78272152
2023-09-27,AAPL,160.37,169.83,149.87,157.84,52945062
2023-09-28,GOOG,429.57,440.16,414.17,422.63,46811009
2023-09-29,TSLA,266.45,271.97,249.92,271.86,31265589
2023-09-30,MSFT,144.87,164.38,134.74,143.76,63255450
2023-10-01,AAPL,311.06,327.46,302.91,323.79,96260221
2023-10-02,MSFT,177.5,190.72,174.47,178.12,37893815
2023-10-03,MSFT,338.57,355.83,333.85,341.71,92456526
2023-10-04,AMZN,464.5,474.34,454.46,474.18,98899637
2023-10-05,MSFT,461.45,472.26,443.31,458.61,76573628
2023-10-06,TSLA,408.88,415.53,396.37,414.38,26443047
2023-10-07,TSLA,263.7,267.39,254.32,257.33,95004627
2023-10-08,TSLA,153.65,169.73,140.07,150.04,60954489
2023-10-09,TSLA,295.22,312.74,276.12,291.0,51900825
2023-10-10,GOOG,341.64,342.35,323.67,338.47,49830553
2023-10-11,GOOG,491.93,493.35,487.97,489.11,6414888
2023-10-12,TSLA,491.6,497.78,481.4,481.57,64864619
2023-10-13,AMZN,213.16,214.07,200.51,206.34,56171802
2023-10-14,TSLA,364.21,383.43,346.62,349.17,35463037
2023-10-15,AMZN,155.31,171.49,149.97,159.53,8147317
2023-10-16,AMZN,381.32,387.36,364.06,381.69,9260617
2023-10-17,AAPL,260.62,267.66,252.58,257.05,90291317
2023-10-18,TSLA,444.83,445.05,425.71,437.67,13654030
2023-10-19,TSLA,439.09,456.33,436.8,452.08,92109799
2023-10-20,AAPL,388.68,393.72,380.64,389.89,12558770
2023-10-21,MSFT,286.1,291.14,279.34,286.65,64906583
2023-10-22,AAPL,123.05,133.48,106.26,123.19,19490110
2023-10-23,MSFT,436.36,451.34,422.7,441.54,41413716
2023-10-24,TSLA,451.29,469.26,441.25,454.0,11714288
2023-10-25,GOOG,285.63,290.09,276.36,284.69,94419367
2023-10-26,GOOG,408.85,414.45,406.65,413.16,40668702
2023-10-27,AMZN,161.04,172.4,158.66,159.13,70900056
2023-10-28,GOOG,342.13,354.49,330.83,350.74,48106597
2023-10-29,MSFT,119.12,120.17,113.82,115.59,71124317
2023-10-30,GOOG,298.64,317.15,287.4,291.84,90390080
2023-10-31,AAPL,354.24,374.04,351.98,365.97,79196376
2023-11-01,MSFT,209.72,222.05,200.3,201.62,22570843
2023-11-02,MSFT,221.23,227.25,212.55,224.87,10600603
2023-11-03,TSLA,314.54,333.63,306.55,310.28,17390833
2023-11-04,TSLA,176.34,179.11,169.03,171.86,46242739
2023-11-05,AAPL,413.13,415.78,395.73,407.34,28355254
2023-11-06,MSFT,124.85,129.58,111.44,112.9,59323312
2023-11-07,GOOG,253.63,258.41,245.54,249.94,55100524
2023-11-08,GOOG,359.16,361.71,348.73,359.14,29224108
2023-11-09,AAPL,422.74,441.24,409.84,424.38,67080498
2023-11-10,GOOG,250.66,269.17,249.98,265.07,36974186
2023-11-11,MSFT,117.73,119.65,101.81,109.86,35389860
2023-11-12,MSFT,248.05,248.1,239.08,245.12,98697861
2023-11-13,MSFT,264.26,269.65,256.13,259.8,21243397
2023-11-14,AMZN,474.66,486.19,458.93,485.83,51173914
2023-11-15,TSLA,167.01,177.03,161.36,167.13,61791134
2023-11-16,GOOG,245.31,254.33,244.37,245.43,26102125
2023-11-17,GOOG,478.75,498.69,478.54,482.99,5791532
2023-11-18,MSFT,211.23,216.65,196.25,210.86,88249156
2023-11-19,TSLA,436.42,449.76,429.82,444.96,99456928
2023-11-20,MSFT,160.4,163.3,142.19,151.98,17601447
2023-11-21,GOOG,249.34,261.83,237.73,254.53,67660309
2023-11-22,AMZN,384.39,389.35,367.19,387.77,38551965
2023-11-23,GOOG,369.77,385.97,358.61,385.24,98464942
2023-11-24,MSFT,120.82,139.64,109.16,134.01,87971272
2023-11-25,GOOG,216.26,235.88,204.87,218.88,67356929
2023-11-26,AMZN,450.22,468.9,441.09,442.46,60368368
2023-11-27,AAPL,348.63,359.99,348.48,358.71,7054296
2023-11-28,TSLA,171.11,174.11,167.95,173.1,66900110
2023-11-29,GOOG,127.1,146.34,110.08,129.08,8039177
2023-11-30,GOOG,274.86,293.38,263.68,285.73,9047759
2023-12-01,AMZN,426.99,440.34,418.73,435.42,30865401
2023-12-02,AAPL,390.88,410.5,372.05,392.06,57197959
2023-12-03,TSLA,416.31,436.25,407.31,426.73,52375850
2023-12-04,MSFT,487.96,497.76,469.9,484.13,33784815
2023-12-05,GOOG,251.69,271.61,237.59,255.46,12250126
2023-12-06,MSFT,353.42,354.9,348.38,353.87,58061954
2023-12-07,TSLA,279.25,279.75,265.52,276.21,36047945
2023-12-08,TSLA,197.34,201.59,187.65,195.22,90653710
2023-12-09,MSFT,241.11,245.96,237.19,242.04,83156999
2023-12-10,AMZN,273.43,291.64,264.98,282.2,97721547
2023-12-11,MSFT,332.98,348.08,315.06,339.96,61783258
2023-12-12,GOOG,349.09,356.97,348.8,349.14,54668443
2023-12-13,TSLA,300.16,313.3,288.5,291.17,11486379
2023-12-14,AMZN,198.56,205.09,193.65,197.75,41095180
2023-12-15,GOOG,104.63,111.31,89.54,103.54,78264776
2023-12-16,GOOG,309.61,316.76,305.74,316.4,32866304
2023-12-17,MSFT,458.42,461.44,445.55,455.15,34495289
2023-12-18,TSLA,244.89,249.3,244.77,246.71,72455317
2023-12-19,TSLA,381.5,384.32,381.47,382.8,46756340
2023-12-20,AAPL,353.99,363.8,336.85,346.55,62820637
2023-12-21,MSFT,398.64,418.48,390.41,411.62,95205723
2023-12-22,TSLA,482.98,486.6,466.83,476.41,73454270
2023-12-23,TSLA,483.86,490.0,481.76,484.71,57789945
2023-12-24,TSLA,157.84,164.21,140.69,156.19,96644697
2023-12-25,TSLA,241.27,242.36,239.15,240.8,59433451
2023-12-26,GOOG,221.78,229.03,220.76,225.53,84199521
2023-12-27,MSFT,431.59,432.18,425.29,425.37,49710326
2023-12-28,AAPL,141.66,161.25,139.63,154.95,19761773
2023-12-29,AAPL,422.83,435.75,413.46,413.57,98016517
2023-12-30,TSLA,333.27,345.9,327.09,332.03,22321065
2023-12-31,MSFT,392.46,396.61,389.34,395.55,64731849
2023-01-01,AAPL,359.49,373.82,355.92,370.73,44066545
2023-01-02,MSFT,484.94,489.6,477.6,483.75,88161954
2023-01-03,GOOG,254.43,262.84,248.75,257.38,6542230
2023-01-04,MSFT,216.69,218.09,212.47,218.01,49407255
2023-01-05,GOOG,479.6,490.01,477.16,489.91,19034894
2023-01-06,MSFT,488.91,495.83,478.78,480.45,54063126
2023-01-07,GOOG,289.26,308.97,284.1,301.64,5580953
2023-01-08,AAPL,275.97,294.36,275.58,279.36,10446245
2023-01-09,GOOG,269.05,272.05,266.79,269.06,44291039
2023-01-10,AMZN,237.04,246.51,233.71,238.17,67885485
2023-01-11,TSLA,129.76,130.93,110.85,120.73,40880642
2023-01-12,MSFT,136.82,144.08,123.78,134.01,95125833
2023-01-13,MSFT,227.1,243.61,213.07,221.62,54508094
2023-01-14,AAPL,260.9,267.53,243.83,255.15,68038247
2023-01-15,AAPL,150.53,167.18,140.25,142.51,37715791
2023-01-16,TSLA,268.15,284.59,257.05,276.32,56836527
2023-01-17,AMZN,124.44,136.12,113.59,124.19,70960395
2023-01-18,AMZN,194.73,198.68,189.49,189.52,25546602
2023-01-19,AAPL,330.33,344.69,316.7,333.19,35026564
2023-01-20,MSFT,140.96,157.28,136.07,155.72,45100098
2023-01-21,TSLA,153.11,154.53,152.01,153.6,29610046
2023-01-22,GOOG,305.07,316.77,292.61,311.31,62249353
2023-01-23,AMZN,171.71,184.89,155.99,174.9,13298737
2023-01-24,AMZN,481.43,487.63,476.88,484.27,69018459
2023-01-25,AAPL,321.54,334.37,319.2,333.26,72383264
2023-01-26,TSLA,497.84,510.24,497.57,505.77,37716532
2023-01-27,TSLA,442.6,455.37,423.56,454.02,43162559
2023-01-28,TSLA,168.15,171.07,157.19,159.18,52768516
2023-01-29,MSFT,371.3,375.65,351.9,367.12,18916078
2023-01-30,AAPL,267.23,275.21,265.38,274.35,37864471
2023-01-31,GOOG,341.19,360.37,337.34,346.02,3319811
2023-02-01,AAPL,118.93,137.17,116.0,136.58,39198072
2023-02-02,GOOG,390.73,397.3,383.44,387.08,7302794
2023-02-03,MSFT,499.98,510.32,497.86,502.11,68100487
2023-02-04,AMZN,292.39,308.68,282.29,285.55,32909424
2023-02-05,GOOG,197.56,202.59,188.68,196.45,35958118
2023-02-06,GOOG,217.13,219.48,211.6,212.45,61063676
2023-02-07,TSLA,319.66,327.77,300.01,317.8,4048800
2023-02-08,AAPL,200.32,211.08,194.84,205.07,56796874
2023-02-09,AAPL,430.06,443.42,420.49,439.09,9552639
2023-02-10,GOOG,339.4,342.7,321.33,322.52,28952141
2023-02-11,AMZN,369.83,371.6,368.47,368.9,47106472
2023-02-12,AMZN,457.31,463.05,442.0,445.49,66093853
2023-02-13,AMZN,337.43,357.37,326.54,342.08,6804517
2023-02-14,AMZN,396.24,413.75,395.83,396.29,42523201
2023-02-15,TSLA,457.66,459.55,457.44,458.34,8405196
2023-02-16,AMZN,387.74,407.15,373.28,381.74,82795604
2023-02-17,MSFT,291.0,293.21,284.21,291.81,18666450
2023-02-18,AAPL,482.2,493.18,481.05,488.22,20953389
2023-02-19,AAPL,391.13,408.57,374.92,404.56,66462152
2023-02-20,AMZN,177.05,183.95,159.29,179.52,60128418
2023-02-21,GOOG,265.2,269.26,248.68,251.77,94198974
2023-02-22,MSFT,124.02,143.42,120.43,141.03,15913764
2023-02-23,GOOG,391.47,402.19,377.22,387.1,38301624
2023-02-24,TSLA,145.85,159.33,135.97,143.08,88088207
2023-02-25,AAPL,197.36,199.42,183.16,189.03,64101806
2023-02-26,AMZN,371.23,375.25,354.34,361.91,11186061
2023-02-27,GOOG,424.89,428.92,417.95,424.05,19216948
2023-02-28,TSLA,337.01,354.54,320.02,328.15,45571217
2023-03-01,TSLA,115.44,127.23,102.31,106.18,65960571
2023-03-02,AMZN,487.09,491.73,481.65,488.61,53359042
2023-03-03,TSLA,378.8,388.82,375.35,385.97,15058343
2023-03-04,AMZN,302.94,321.59,290.72,291.84,70284882
2023-03-05,AMZN,310.99,325.43,310.64,317.44,82432791
2023-03-06,MSFT,352.81,353.07,334.41,349.8,97802954
2023-03-07,AMZN,155.29,160.12,150.95,156.52,98538005
2023-03-08,GOOG,363.77,380.74,360.2,376.72,7755704
2023-03-09,AMZN,289.09,302.2,287.21,299.67,52497062
2023-03-10,TSLA,195.08,208.18,179.71,180.6,36442097
2023-03-11,GOOG,410.2,427.49,400.97,407.65,90934930
2023-03-12,AAPL,464.0,476.73,446.08,449.02,5383158
2023-03-13,AAPL,431.21,449.03,421.6,432.35,76820080
2023-03-14,AAPL,410.91,413.58,398.83,409.79,58996684
2023-03-15,GOOG,228.76,243.84,218.75,229.12,86124634
2023-03-16,AMZN,416.86,420.99,408.89,418.68,96365766
2023-03-17,MSFT,107.11,113.54,104.67,111.38,90736308
2023-03-18,GOOG,462.56,477.86,454.3,475.63,3335678
2023-03-19,AAPL,166.04,182.04,155.78,174.68,77776029
2023-03-20,AAPL,120.91,125.82,117.63,122.52,48130950
2023-03-21,MSFT,271.84,288.62,269.31,286.84,50900283
2023-03-22,AAPL,432.08,442.42,421.53,434.95,45222976
2023-03-23,AMZN,376.58,380.97,374.6,376.25,75026312
2023-03-24,MSFT,326.88,327.92,310.6,326.55,53366718
2023-03-25,MSFT,145.77,158.3,136.86,144.2,1932012
2023-03-26,TSLA,345.74,354.73,342.35,353.45,5074614
2023-03-27,MSFT,139.16,156.29,126.78,146.9,23320327
2023-03-28,AAPL,379.63,394.07,375.34,376.01,66699488
2023-03-29,TSLA,352.24,359.98,350.76,355.1,24323198
2023-03-30,MSFT,227.67,239.77,211.64,228.43,90417140
2023-03-31,MSFT,398.37,403.5,382.95,386.63,37426349
2023-04-01,GOOG,214.91,232.89,197.09,231.39,75457144
2023-04-02,TSLA,169.1,169.61,161.83,166.14,81370755
2023-04-03,TSLA,342.16,351.23,342.02,345.05,1352970
2023-04-04,TSLA,303.25,321.45,283.89,305.6,27510999
2023-04-05,AAPL,351.31,364.26,337.16,362.85,47574768
2023-04-06,TSLA,474.65,494.44,459.41,466.14,29941144
2023-04-07,TSLA,447.32,449.97,436.93,447.96,3637130
2023-04-08,AAPL,309.86,318.43,298.73,307.24,84003166
2023-04-09,AAPL,189.05,205.41,184.59,199.18,15212855
2023-04-10,TSLA,150.65,153.61,132.65,137.1,78324632
2023-04-11,GOOG,464.29,471.75,452.43,470.21,43370652
2023-04-12,TSLA,136.68,140.13,126.61,137.96,30465219
2023-04-13,AMZN,229.53,235.76,210.06,216.24,3809369
2023-04-14,AAPL,214.03,232.98,210.4,223.82,25233868
2023-04-15,GOOG,119.69,137.21,106.01,125.97,54267681
2023-04-16,TSLA,285.13,303.78,269.57,291.9,61686022
2023-04-17,AAPL,469.62,475.12,459.12,470.88,61304832
2023-04-18,AMZN,460.69,472.58,447.86,459.74,9889207
2023-04-19,AAPL,478.09,496.81,477.24,480.33,89515151
2023-04-20,GOOG,293.09,300.64,285.17,291.58,56453884
2023-04-21,TSLA,291.54,306.3,282.88,292.82,71982936
2023-04-22,GOOG,129.57,142.6,124.72,139.32,55646500
2023-04-23,AAPL,392.84,402.49,381.15,399.3,36544105
2023-04-24,MSFT,333.56,350.7,318.68,328.53,87465831
2023-04-25,GOOG,221.9,227.08,221.22,224.08,98952810
2023-04-26,AAPL,307.6,322.7,306.55,309.32,7063531
2023-04-27,TSLA,272.84,291.41,265.95,281.42,45707472
2023-04-28,AMZN,336.88,350.73,325.24,339.59,86239438
2023-04-29,AMZN,415.06,426.8,401.86,425.52,14480164
2023-04-30,GOOG,406.23,422.57,397.85,402.92,11500616
2023-05-01,TSLA,320.57,331.72,306.56,308.33,76116165
2023-05-02,GOOG,256.86,270.59,256.35,262.11,37181512
2023-05-03,MSFT,176.26,193.9,163.69,182.4,3916059
2023-05-04,MSFT,154.16,172.45,153.28,155.06,77965521
2023-05-05,GOOG,127.6,146.91,114.67,145.77,35288690
2023-05-06,GOOG,472.64,485.62,460.15,472.02,89960027
2023-05-07,AAPL,433.77,434.68,424.74,434.43,8444817
2023-05-08,TSLA,480.13,483.12,474.09,478.02,77193094
2023-05-09,MSFT,288.39,291.41,270.21,278.62,79197363
2023-05-10,GOOG,464.26,468.72,444.88,454.91,99569255
2023-05-11,TSLA,260.2,280.04,259.87,271.98,74064933
2023-05-12,AMZN,276.34,278.19,271.52,277.76,44954901
2023-05-13,TSLA,436.72,453.52,431.53,438.87,76462889
2023-05-14,MSFT,280.5,296.28,276.83,295.48,23415853
2023-05-15,AMZN,281.78,299.3,277.5,285.19,22513158
2023-05-16,AAPL,365.41,373.9,362.86,369.38,28282093
2023-05-17,AMZN,451.69,454.13,434.78,453.28,59415196
2023-05-18,GOOG,444.87,454.13,427.17,440.78,3080166
2023-05-19,TSLA,346.6,357.91,337.51,355.41,86465193
2023-05-20,AMZN,456.8,470.12,440.71,467.76,53451518
2023-05-21,AMZN,362.18,364.05,357.96,359.06,70785191
2023-05-22,MSFT,266.57,282.94,260.17,269.3,39633111
2023-05-23,GOOG,179.86,199.49,165.99,182.13,48188373
2023-05-24,MSFT,171.25,174.88,165.22,167.17,43871930
2023-05-25,MSFT,450.5,461.84,439.73,440.53,22405769
2023-05-26,AMZN,316.99,325.21,302.91,323.6,93213336
2023-05-27,MSFT,364.98,377.67,362.61,372.62,19981771
2023-05-28,MSFT,237.63,248.89,223.35,237.02,75046372
2023-05-29,AAPL,349.19,364.42,329.44,353.45,38887886
2023-05-30,AAPL,123.05,139.5,105.68,119.6,17927461
2023-05-31,MSFT,229.16,233.46,223.77,226.92,68978468
2023-06-01,AAPL,241.44,252.75,221.59,224.56,48481304
2023-06-02,GOOG,455.87,471.37,441.71,453.09,9695660
2023-06-03,MSFT,143.17,158.18,137.07,149.45,59220884
2023-06-04,AAPL,467.0,479.56,451.23,466.71,25084744
2023-06-05,AAPL,497.82,501.39,489.73,500.47,59853675
2023-06-06,GOOG,209.09,227.66,205.21,217.4,72393937
2023-06-07,AMZN,218.33,223.84,206.02,212.16,37844902
2023-06-08,AAPL,372.93,382.7,371.01,377.72,88737810
2023-06-09,AMZN,390.57,406.68,384.54,396.14,1281980
2023-06-10,GOOG,217.66,220.84,203.09,207.85,91306467
2023-06-11,MSFT,206.45,218.8,197.69,207.67,2066289
2023-06-12,AMZN,395.01,408.47,387.84,397.54,69473881
2023-06-13,AMZN,218.81,228.72,204.87,228.48,38221133
2023-06-14,MSFT,369.92,374.69,364.72,373.26,64957709
2023-06-15,AAPL,369.13,381.97,361.1,367.54,89421414
2023-06-16,GOOG,430.51,450.5,411.07,418.17,79077690
2023-06-17,TSLA,434.42,452.36,426.13,441.89,95266475
2023-06-18,AMZN,254.59,263.94,234.98,241.57,9676612
2023-06-19,MSFT,482.04,484.72,468.59,469.18,14180131
2023-06-20,GOOG,211.55,226.91,204.63,221.51,79622633
2023-06-21,MSFT,210.36,218.9,200.01,202.31,58573236
2023-06-22,AMZN,295.66,306.26,290.75,299.62,23735873
2023-06-23,GOOG,281.18,289.8,277.35,286.65,58045671
2023-06-24,GOOG,306.91,310.14,305.98,307.28,67501497
2023-06-25,MSFT,113.03,129.66,103.82,122.51,68224465
2023-06-26,AMZN,492.03,493.07,491.67,492.55,9695644
2023-06-27,AAPL,218.28,229.55,205.79,221.31,88917120
2023-06-28,AMZN,211.8,218.63,204.59,204.82,44635880
2023-06-29,AMZN,427.5,430.49,415.95,424.46,10450359
2023-06-30,AAPL,415.85,430.08,402.95,417.38,56038324
2023-07-01,GOOG,170.74,171.35,157.83,160.71,61835987
2023-07-02,GOOG,272.41,277.42,253.73,273.14,46885248
2023-07-03,TSLA,234.26,245.19,223.41,230.86,76350161
2023-07-04,MSFT,276.71,291.24,273.72,279.42,42998243
2023-07-05,AAPL,109.53,117.79,104.78,115.3,92560341
2023-07-06,GOOG,162.47,179.49,148.17,167.13,13908272
2023-07-07,TSLA,206.34,220.32,192.2,209.06,76613703
2023-07-08,AMZN,288.45,305.26,268.5,294.65,54501921
2023-07-09,AAPL,118.75,138.14,101.36,129.02,42804665
2023-07-10,AMZN,279.6,296.98,260.6,285.6,94259101
2023-07-11,MSFT,486.2,503.81,468.95,494.42,63809605
2023-07-12,AAPL,430.3,440.45,414.99,417.32,4248818
2023-07-13,GOOG,280.92,298.79,267.22,286.79,84132281
2023-07-14,GOOG,130.16,142.59,111.37,135.75,41768041
2023-07-15,AAPL,398.36,411.63,390.19,393.23,50969297
2023-07-16,AAPL,211.96,213.54,192.06,212.64,40819317
2023-07-17,AMZN,335.99,338.95,332.69,337.36,35569533
2023-07-18,GOOG,161.76,181.55,142.13,174.21,88663333
2023-07-19,GOOG,390.39,397.08,371.99,374.77,30558877
2023-07-20,AMZN,326.5,342.19,317.69,319.56,22611575
2023-07-21,GOOG,443.29,445.59,424.73,442.61,54904767
2023-07-22,AAPL,384.88,402.81,378.96,395.67,48780321
2023-07-23,GOOG,213.76,225.45,208.11,208.35,36852063
2023-07-24,AAPL,450.78,456.76,448.18,453.84,73527084
2023-07-25,AAPL,344.47,347.76,334.23,347.31,20864683
2023-07-26,MSFT,426.49,434.31,411.66,414.74,18118478
2023-07-27,AAPL,135.11,139.45,126.52,138.77,35786885
2023-07-28,MSFT,241.37,241.39,240.15,240.95,55709342
2023-07-29,AAPL,187.66,197.57,172.77,175.4,54977159
2023-07-30,AAPL,280.38,290.35,263.55,263.92,49109056
2023-07-31,GOOG,369.57,372.29,362.0,368.01,62163536
2023-08-01,GOOG,359.95,360.01,349.24,354.56,18631344
2023-08-02,MSFT,312.47,313.55,301.21,312.66,34561872
2023-08-03,AAPL,433.96,445.16,424.1,444.71,33180851
2023-08-04,AAPL,301.11,317.98,299.02,312.92,35416695
2023-08-05,TSLA,146.62,165.48,133.59,153.49,24577704
2023-08-06,AMZN,465.65,468.7,448.94,456.83,52888492
2023-08-07,TSLA,357.71,358.27,338.1,341.73,22790719
2023-08-08,TSLA,338.46,349.65,330.39,331.72,30123461
2023-08-09,TSLA,478.28,495.75,470.15,481.48,42529110
2023-08-10,TSLA,476.97,483.11,460.44,462.85,70909576
2023-08-11,AMZN,407.01,417.64,391.44,411.77,18810709
2023-08-12,GOOG,478.14,479.33,458.56,475.77,69589542
2023-08-13,MSFT,217.59,230.76,198.12,215.03,87920754
2023-08-14,TSLA,289.17,289.37,287.09,287.68,89298877
2023-08-15,MSFT,358.35,369.25,346.43,359.87,22792767
2023-08-16,MSFT,205.98,221.27,201.74,207.14,30629878
2023-08-17,AMZN,418.01,418.71,414.14,414.2,59993186
2023-08-18,MSFT,402.6,420.17,393.21,399.18,8206135
2023-08-19,MSFT,473.71,481.54,470.05,476.01,3258999
2023-08-20,GOOG,320.62,329.9,304.22,324.37,21987168
2023-08-21,GOOG,140.43,141.52,125.62,131.54,46453704
2023-08-22,MSFT,238.94,258.68,234.18,255.82,39975080
2023-08-23,AAPL,143.58,159.66,138.55,145.89,82980080
2023-08-24,MSFT,350.63,366.3,340.01,361.6,60677160
2023-08-25,AAPL,175.59,183.54,169.71,183.51,1204282
2023-08-26,MSFT,426.94,432.85,409.48,430.37,35074062
2023-08-27,AAPL,194.08,197.76,188.8,197.63,98003073
2023-08-28,GOOG,176.85,195.77,174.22,177.53,30628447
2023-08-29,TSLA,475.67,486.83,458.14,469.19,97084969
2023-08-30,GOOG,227.14,239.23,225.94,236.02,66343845
2023-08-31,TSLA,310.46,322.05,292.38,310.4,18219701
2023-09-01,TSLA,186.05,194.4,183.87,190.26,51394256
2023-09-02,MSFT,478.76,488.6,462.71,484.81,45750134
2023-09-03,TSLA,202.99,211.73,184.94,206.63,41271464
2023-09-04,TSLA,343.15,343.9,336.15,337.03,17481353
2023-09-05,MSFT,422.71,423.79,404.8,422.44,72073532
2023-09-06,TSLA,205.69,224.27,194.84,208.17,33638277
2023-09-07,MSFT,313.09,330.39,296.84,325.62,23627390
2023-09-08,GOOG,327.0,336.66,323.97,335.69,23527082
2023-09-09,AMZN,328.13,335.83,308.18,310.21,28346883
2023-09-10,MSFT,175.63,189.36,156.68,170.75,56734042
2023-09-11,GOOG,330.41,340.8,313.06,327.86,86514092
2023-09-12,TSLA,287.86,300.89,275.44,287.97,62650004
2023-09-13,AAPL,449.33,464.29,430.11,430.76,84603024
2023-09-14,MSFT,461.55,479.34,459.53,472.95,92800238
2023-09-15,MSFT,323.19,335.74,303.49,326.95,95697729
2023-09-16,TSLA,164.96,166.7,156.97,163.1,39848945
2023-09-17,AAPL,276.4,277.75,273.68,276.06,53949815
2023-09-18,TSLA,246.44,263.82,245.02,260.71,6268250
2023-09-19,MSFT,235.03,240.79,229.75,236.02,53429337
2023-09-20,AMZN,333.32,342.94,322.52,334.02,60032549
2023-09-21,GOOG,190.24,192.76,174.96,184.96,74719009
2023-09-22,TSLA,232.82,241.9,219.55,234.99,8403299
2023-09-23,GOOG,282.31,291.52,262.89,287.4,42213736
2023-09-24,GOOG,160.13,167.82,159.12,161.07,11307273
2023-09-25,GOOG,289.79,290.07,287.74,288.62,10995810
2023-09-26,MSFT,262.39,265.97,251.21,259.64,38295568
2023-09-27,AAPL,105.71,112.34,101.58,111.99,98679693
2023-09-28,AAPL,171.19,189.65,157.04,181.9,7492678
2023-09-29,TSLA,476.56,493.0,473.67,474.95,11693733
2023-09-30,MSFT,336.46,337.67,334.68,334.74,89186911
2023-10-01,GOOG,451.89,470.03,445.29,450.95,66583860
2023-10-02,AAPL,265.17,280.18,247.97,255.7,29885359
2023-10-03,AMZN,363.03,369.8,343.06,352.7,64785297
